State,Year,Quarter,District,Registered_Users,YearQuarter
Mizoram,2021,2,Serchhip,3884,2021-Q2
Mizoram,2021,2,Aizawl,48525,2021-Q2
Mizoram,2021,2,Lunglei,11491,2021-Q2
Mizoram,2021,2,Mamit,4882,2021-Q2
Mizoram,2021,2,Lawngtlai,9096,2021-Q2
Mizoram,2021,2,Kolasib,6624,2021-Q2
Mizoram,2021,2,Champhai,5366,2021-Q2
Mizoram,2021,2,Saiha,2684,2021-Q2
Mizoram,2021,3,Serchhip,4255,2021-Q3
Mizoram,2021,3,Aizawl,52313,2021-Q3
Mizoram,2021,3,Lunglei,12614,2021-Q3
Mizoram,2021,3,Mamit,5392,2021-Q3
Mizoram,2021,3,Lawngtlai,9954,2021-Q3
Mizoram,2021,3,Kolasib,7229,2021-Q3
Mizoram,2021,3,Champhai,5935,2021-Q3
Mizoram,2021,3,Saiha,2955,2021-Q3
Mizoram,2021,4,Serchhip,4614,2021-Q4
Mizoram,2021,4,Aizawl,56005,2021-Q4
Mizoram,2021,4,Lunglei,13668,2021-Q4
Mizoram,2021,4,Mamit,5887,2021-Q4
Mizoram,2021,4,Lawngtlai,10738,2021-Q4
Mizoram,2021,4,Kolasib,7850,2021-Q4
Mizoram,2021,4,Champhai,6447,2021-Q4
Mizoram,2021,4,Saiha,3196,2021-Q4
Mizoram,2022,1,Serchhip,4906,2022-Q1
Mizoram,2022,1,Aizawl,59433,2022-Q1
Mizoram,2022,1,Lunglei,14538,2022-Q1
Mizoram,2022,1,Mamit,6299,2022-Q1
Mizoram,2022,1,Lawngtlai,11459,2022-Q1
Mizoram,2022,1,Kolasib,8375,2022-Q1
Mizoram,2022,1,Champhai,6875,2022-Q1
Mizoram,2022,1,Saiha,3410,2022-Q1
Mizoram,2022,2,Serchhip,5170,2022-Q2
Mizoram,2022,2,Aizawl,62605,2022-Q2
Mizoram,2022,2,Lunglei,15302,2022-Q2
Mizoram,2022,2,Mamit,6641,2022-Q2
Mizoram,2022,2,Lawngtlai,12114,2022-Q2
Mizoram,2022,2,Kolasib,8872,2022-Q2
Mizoram,2022,2,Champhai,7233,2022-Q2
Mizoram,2022,2,Saiha,3598,2022-Q2
Mizoram,2022,3,Serchhip,5390,2022-Q3
Mizoram,2022,3,Aizawl,65940,2022-Q3
Mizoram,2022,3,Lunglei,16062,2022-Q3
Mizoram,2022,3,Mamit,6931,2022-Q3
Mizoram,2022,3,Lawngtlai,12771,2022-Q3
Mizoram,2022,3,Kolasib,9300,2022-Q3
Mizoram,2022,3,Champhai,7576,2022-Q3
Mizoram,2022,3,Saiha,3765,2022-Q3
Mizoram,2022,4,Serchhip,5551,2022-Q4
Mizoram,2022,4,Aizawl,68925,2022-Q4
Mizoram,2022,4,Lunglei,16676,2022-Q4
Mizoram,2022,4,Mamit,7086,2022-Q4
Mizoram,2022,4,Lawngtlai,13303,2022-Q4
Mizoram,2022,4,Kolasib,9602,2022-Q4
Mizoram,2022,4,Champhai,7814,2022-Q4
Mizoram,2022,4,Saiha,3913,2022-Q4
Nagaland,2018,1,Mon,525,2018-Q1
Nagaland,2018,1,Phek,487,2018-Q1
Nagaland,2018,1,Longleng,121,2018-Q1
Nagaland,2018,1,Mokokchung,1043,2018-Q1
Nagaland,2018,1,Kiphire,168,2018-Q1
Nagaland,2018,1,Kohima,3036,2018-Q1
Nagaland,2018,1,Tuensang,377,2018-Q1
Nagaland,2018,1,Peren,218,2018-Q1
Nagaland,2018,1,Dimapur,8249,2018-Q1
Nagaland,2018,1,Zunheboto,385,2018-Q1
Nagaland,2018,1,Wokha,465,2018-Q1
Nagaland,2018,2,Mon,892,2018-Q2
Nagaland,2018,2,Phek,736,2018-Q2
Nagaland,2018,2,Longleng,198,2018-Q2
Nagaland,2018,2,Mokokchung,1616,2018-Q2
Nagaland,2018,2,Kiphire,258,2018-Q2
Nagaland,2018,2,Kohima,4395,2018-Q2
Nagaland,2018,2,Tuensang,594,2018-Q2
Nagaland,2018,2,Peren,358,2018-Q2
Nagaland,2018,2,Dimapur,12093,2018-Q2
Nagaland,2018,2,Zunheboto,593,2018-Q2
Nagaland,2018,2,Wokha,703,2018-Q2
Nagaland,2018,3,Mon,1287,2018-Q3
Nagaland,2018,3,Phek,1083,2018-Q3
Nagaland,2018,3,Longleng,307,2018-Q3
Nagaland,2018,3,Mokokchung,2313,2018-Q3
Nagaland,2018,3,Kiphire,465,2018-Q3
Nagaland,2018,3,Kohima,6298,2018-Q3
Nagaland,2018,3,Tuensang,934,2018-Q3
Nagaland,2018,3,Peren,526,2018-Q3
Nagaland,2018,3,Dimapur,17039,2018-Q3
Nagaland,2018,3,Zunheboto,821,2018-Q3
Nagaland,2018,3,Wokha,1017,2018-Q3
Nagaland,2018,4,Mon,1884,2018-Q4
Nagaland,2018,4,Phek,1419,2018-Q4
Nagaland,2018,4,Longleng,400,2018-Q4
Nagaland,2018,4,Mokokchung,2986,2018-Q4
Nagaland,2018,4,Kiphire,661,2018-Q4
Nagaland,2018,4,Kohima,8583,2018-Q4
Nagaland,2018,4,Tuensang,1261,2018-Q4
Nagaland,2018,4,Peren,710,2018-Q4
Nagaland,2018,4,Dimapur,22603,2018-Q4
Nagaland,2018,4,Zunheboto,1099,2018-Q4
Nagaland,2018,4,Wokha,1391,2018-Q4
Nagaland,2019,1,Mon,2458,2019-Q1
Nagaland,2019,1,Phek,1727,2019-Q1
Nagaland,2019,1,Longleng,539,2019-Q1
Nagaland,2019,1,Mokokchung,3721,2019-Q1
Nagaland,2019,1,Kiphire,862,2019-Q1
Nagaland,2019,1,Kohima,10747,2019-Q1
Nagaland,2019,1,Tuensang,1678,2019-Q1
Nagaland,2019,1,Peren,884,2019-Q1
Nagaland,2019,1,Dimapur,28091,2019-Q1
Nagaland,2019,1,Zunheboto,1374,2019-Q1
Nagaland,2019,1,Wokha,1830,2019-Q1
Nagaland,2019,2,Mon,3210,2019-Q2
Nagaland,2019,2,Phek,2143,2019-Q2
Nagaland,2019,2,Longleng,733,2019-Q2
Nagaland,2019,2,Mokokchung,4655,2019-Q2
Nagaland,2019,2,Kiphire,1084,2019-Q2
Nagaland,2019,2,Kohima,13108,2019-Q2
Nagaland,2019,2,Tuensang,2152,2019-Q2
Nagaland,2019,2,Peren,1148,2019-Q2
Nagaland,2019,2,Dimapur,34567,2019-Q2
Nagaland,2019,2,Zunheboto,1680,2019-Q2
Nagaland,2019,2,Wokha,2411,2019-Q2
Nagaland,2019,3,Mon,3976,2019-Q3
Nagaland,2019,3,Phek,2642,2019-Q3
Nagaland,2019,3,Longleng,907,2019-Q3
Nagaland,2019,3,Mokokchung,5593,2019-Q3
Nagaland,2019,3,Kiphire,1251,2019-Q3
Nagaland,2019,3,Kohima,15677,2019-Q3
Nagaland,2019,3,Tuensang,2599,2019-Q3
Nagaland,2019,3,Peren,1377,2019-Q3
Nagaland,2019,3,Dimapur,41036,2019-Q3
Nagaland,2019,3,Zunheboto,2058,2019-Q3
Nagaland,2019,3,Wokha,2961,2019-Q3
Nagaland,2019,4,Mon,4863,2019-Q4
Nagaland,2019,4,Phek,3109,2019-Q4
Nagaland,2019,4,Longleng,1135,2019-Q4
Nagaland,2019,4,Mokokchung,6606,2019-Q4
Nagaland,2019,4,Kiphire,1460,2019-Q4
Nagaland,2019,4,Kohima,18232,2019-Q4
Nagaland,2019,4,Tuensang,3081,2019-Q4
Nagaland,2019,4,Peren,1623,2019-Q4
Nagaland,2019,4,Dimapur,47000,2019-Q4
Nagaland,2019,4,Zunheboto,2475,2019-Q4
Nagaland,2019,4,Wokha,3540,2019-Q4
Nagaland,2020,1,Mon,5747,2020-Q1
Nagaland,2020,1,Phek,3637,2020-Q1
Nagaland,2020,1,Longleng,1430,2020-Q1
Nagaland,2020,1,Mokokchung,7626,2020-Q1
Nagaland,2020,1,Kiphire,1814,2020-Q1
Nagaland,2020,1,Kohima,20644,2020-Q1
Nagaland,2020,1,Tuensang,3634,2020-Q1
Nagaland,2020,1,Peren,1899,2020-Q1
Nagaland,2020,1,Dimapur,53696,2020-Q1
Nagaland,2020,1,Zunheboto,2898,2020-Q1
Nagaland,2020,1,Wokha,4118,2020-Q1
Nagaland,2020,2,Mon,7917,2020-Q2
Nagaland,2020,2,Phek,4535,2020-Q2
Nagaland,2020,2,Longleng,1881,2020-Q2
Nagaland,2020,2,Mokokchung,9559,2020-Q2
Nagaland,2020,2,Kiphire,2423,2020-Q2
Nagaland,2020,2,Kohima,24236,2020-Q2
Nagaland,2020,2,Tuensang,4779,2020-Q2
Nagaland,2020,2,Peren,2534,2020-Q2
Nagaland,2020,2,Dimapur,63398,2020-Q2
Nagaland,2020,2,Zunheboto,3647,2020-Q2
Nagaland,2020,2,Wokha,5296,2020-Q2
Nagaland,2020,3,Mon,13591,2020-Q3
Nagaland,2020,3,Phek,6151,2020-Q3
Nagaland,2020,3,Longleng,2731,2020-Q3
Nagaland,2020,3,Mokokchung,13155,2020-Q3
Nagaland,2020,3,Kiphire,3306,2020-Q3
Nagaland,2020,3,Kohima,31483,2020-Q3
Nagaland,2020,3,Tuensang,7220,2020-Q3
Nagaland,2020,3,Peren,3486,2020-Q3
Nagaland,2020,3,Dimapur,79061,2020-Q3
Nagaland,2020,3,Zunheboto,4942,2020-Q3
Nagaland,2020,3,Wokha,7980,2020-Q3
Nagaland,2020,4,Mon,14932,2020-Q4
Nagaland,2020,4,Phek,6888,2020-Q4
Nagaland,2020,4,Longleng,3091,2020-Q4
Nagaland,2020,4,Mokokchung,14511,2020-Q4
Nagaland,2020,4,Kiphire,3629,2020-Q4
Nagaland,2020,4,Kohima,34872,2020-Q4
Nagaland,2020,4,Tuensang,8177,2020-Q4
Nagaland,2020,4,Peren,3919,2020-Q4
Nagaland,2020,4,Dimapur,87807,2020-Q4
Nagaland,2020,4,Zunheboto,5541,2020-Q4
Nagaland,2020,4,Wokha,8821,2020-Q4
Nagaland,2021,1,Mon,16154,2021-Q1
Nagaland,2021,1,Phek,7536,2021-Q1
Nagaland,2021,1,Longleng,3428,2021-Q1
Nagaland,2021,1,Mokokchung,15634,2021-Q1
Nagaland,2021,1,Kiphire,3904,2021-Q1
Nagaland,2021,1,Kohima,37488,2021-Q1
Nagaland,2021,1,Tuensang,8866,2021-Q1
Nagaland,2021,1,Peren,4286,2021-Q1
Nagaland,2021,1,Dimapur,94968,2021-Q1
Nagaland,2021,1,Zunheboto,6013,2021-Q1
Nagaland,2021,1,Wokha,9531,2021-Q1
Nagaland,2021,2,Mon,17389,2021-Q2
Nagaland,2021,2,Phek,8134,2021-Q2
Nagaland,2021,2,Longleng,3696,2021-Q2
Nagaland,2021,2,Mokokchung,16857,2021-Q2
Nagaland,2021,2,Kiphire,4224,2021-Q2
Nagaland,2021,2,Kohima,40277,2021-Q2
Nagaland,2021,2,Tuensang,9565,2021-Q2
Nagaland,2021,2,Peren,4641,2021-Q2
Nagaland,2021,2,Dimapur,101835,2021-Q2
Nagaland,2021,2,Zunheboto,6487,2021-Q2
Nagaland,2021,2,Wokha,10232,2021-Q2
Nagaland,2021,3,Mon,18911,2021-Q3
Nagaland,2021,3,Phek,8933,2021-Q3
Nagaland,2021,3,Longleng,4081,2021-Q3
Nagaland,2021,3,Mokokchung,18340,2021-Q3
Nagaland,2021,3,Kiphire,4626,2021-Q3
Nagaland,2021,3,Kohima,43467,2021-Q3
Nagaland,2021,3,Tuensang,10433,2021-Q3
Nagaland,2021,3,Peren,5089,2021-Q3
Nagaland,2021,3,Dimapur,109644,2021-Q3
Nagaland,2021,3,Zunheboto,7147,2021-Q3
Nagaland,2021,3,Wokha,11126,2021-Q3
Nagaland,2021,4,Mon,20409,2021-Q4
Nagaland,2021,4,Phek,9753,2021-Q4
Nagaland,2021,4,Longleng,4457,2021-Q4
Nagaland,2021,4,Mokokchung,19747,2021-Q4
Nagaland,2021,4,Kiphire,5047,2021-Q4
Nagaland,2021,4,Kohima,46621,2021-Q4
Nagaland,2021,4,Tuensang,11300,2021-Q4
Nagaland,2021,4,Peren,5509,2021-Q4
Nagaland,2021,4,Dimapur,117388,2021-Q4
Nagaland,2021,4,Zunheboto,7765,2021-Q4
Nagaland,2021,4,Wokha,11994,2021-Q4
Nagaland,2022,1,Mon,21773,2022-Q1
Nagaland,2022,1,Phek,10413,2022-Q1
Nagaland,2022,1,Longleng,4772,2022-Q1
Nagaland,2022,1,Mokokchung,21029,2022-Q1
Nagaland,2022,1,Kiphire,5368,2022-Q1
Nagaland,2022,1,Kohima,49523,2022-Q1
Nagaland,2022,1,Tuensang,12057,2022-Q1
Nagaland,2022,1,Peren,5881,2022-Q1
Nagaland,2022,1,Dimapur,124644,2022-Q1
Nagaland,2022,1,Zunheboto,8280,2022-Q1
Nagaland,2022,1,Wokha,12743,2022-Q1
Nagaland,2022,2,Mon,23037,2022-Q2
Nagaland,2022,2,Phek,11005,2022-Q2
Nagaland,2022,2,Longleng,5029,2022-Q2
Nagaland,2022,2,Mokokchung,22136,2022-Q2
Nagaland,2022,2,Kiphire,5687,2022-Q2
Nagaland,2022,2,Kohima,52343,2022-Q2
Nagaland,2022,2,Tuensang,12747,2022-Q2
Nagaland,2022,2,Peren,6212,2022-Q2
Nagaland,2022,2,Dimapur,131738,2022-Q2
Nagaland,2022,2,Zunheboto,8753,2022-Q2
Nagaland,2022,2,Wokha,13417,2022-Q2
Nagaland,2022,3,Mon,24237,2022-Q3
Nagaland,2022,3,Phek,11494,2022-Q3
Nagaland,2022,3,Longleng,5296,2022-Q3
Nagaland,2022,3,Mokokchung,23192,2022-Q3
Nagaland,2022,3,Kiphire,5963,2022-Q3
Nagaland,2022,3,Kohima,55046,2022-Q3
Nagaland,2022,3,Tuensang,13393,2022-Q3
Nagaland,2022,3,Peren,6534,2022-Q3
Nagaland,2022,3,Dimapur,139011,2022-Q3
Nagaland,2022,3,Zunheboto,9128,2022-Q3
Nagaland,2022,3,Wokha,14092,2022-Q3
Nagaland,2022,4,Mon,25340,2022-Q4
Nagaland,2022,4,Phek,11847,2022-Q4
Nagaland,2022,4,Longleng,5473,2022-Q4
Nagaland,2022,4,Mokokchung,24045,2022-Q4
Nagaland,2022,4,Kiphire,6211,2022-Q4
Nagaland,2022,4,Kohima,57592,2022-Q4
Nagaland,2022,4,Tuensang,13900,2022-Q4
Nagaland,2022,4,Peren,6750,2022-Q4
Nagaland,2022,4,Dimapur,145923,2022-Q4
Nagaland,2022,4,Zunheboto,9422,2022-Q4
Nagaland,2022,4,Wokha,14702,2022-Q4
Odisha,2018,1,Rayagada,21756,2018-Q1
Odisha,2018,1,Koraput,25395,2018-Q1
Odisha,2018,1,Malkangiri,5396,2018-Q1
Odisha,2018,1,Sambalpur,47017,2018-Q1
Odisha,2018,1,Kalahandi,30605,2018-Q1
Odisha,2018,1,Anugul,56617,2018-Q1
Odisha,2018,1,Ganjam,126158,2018-Q1
Odisha,2018,1,Jajapur,81133,2018-Q1
Odisha,2018,1,Bargarh,32489,2018-Q1
Odisha,2018,1,Dhenkanal,46024,2018-Q1
Odisha,2018,1,Bhadrak,58050,2018-Q1
Odisha,2018,1,Nuapada,8252,2018-Q1
Odisha,2018,1,Kendujhar,58968,2018-Q1
Odisha,2018,1,Mayurbhanj,50472,2018-Q1
Odisha,2018,1,Jharsuguda,32514,2018-Q1
Odisha,2018,1,Kandhamal,10809,2018-Q1
Odisha,2018,1,Deogarh,5322,2018-Q1
Odisha,2018,1,Sundargarh,75201,2018-Q1
Odisha,2018,1,Jagatsinghapur,49264,2018-Q1
Odisha,2018,1,Balangir,35271,2018-Q1
Odisha,2018,1,Baleshwar,100919,2018-Q1
Odisha,2018,1,Puri,69923,2018-Q1
Odisha,2018,1,Sonepur,15900,2018-Q1
Odisha,2018,1,Khordha,308390,2018-Q1
Odisha,2018,1,Boudh,9077,2018-Q1
Odisha,2018,1,Gajapati,9743,2018-Q1
Odisha,2018,1,Nayagarh,33533,2018-Q1
Odisha,2018,1,Nabarangpur,9466,2018-Q1
Odisha,2018,1,Kendrapara,44379,2018-Q1
Odisha,2018,1,Cuttack,135972,2018-Q1
Odisha,2018,2,Rayagada,29995,2018-Q2
Odisha,2018,2,Koraput,34769,2018-Q2
Odisha,2018,2,Malkangiri,7742,2018-Q2
Odisha,2018,2,Sambalpur,63200,2018-Q2
Odisha,2018,2,Kalahandi,42458,2018-Q2
Odisha,2018,2,Anugul,76885,2018-Q2
Odisha,2018,2,Ganjam,169386,2018-Q2
Odisha,2018,2,Jajapur,114580,2018-Q2
Odisha,2018,2,Bargarh,45700,2018-Q2
Odisha,2018,2,Dhenkanal,64424,2018-Q2
Odisha,2018,2,Bhadrak,81249,2018-Q2
Odisha,2018,2,Nuapada,11826,2018-Q2
Odisha,2018,2,Kendujhar,83050,2018-Q2
Odisha,2018,2,Mayurbhanj,71366,2018-Q2
Odisha,2018,2,Jharsuguda,43568,2018-Q2
Odisha,2018,2,Kandhamal,15002,2018-Q2
Odisha,2018,2,Deogarh,7264,2018-Q2
Odisha,2018,2,Sundargarh,102838,2018-Q2
Odisha,2018,2,Jagatsinghapur,69081,2018-Q2
Odisha,2018,2,Balangir,49147,2018-Q2
Odisha,2018,2,Baleshwar,139968,2018-Q2
Odisha,2018,2,Puri,97920,2018-Q2
Odisha,2018,2,Sonepur,22064,2018-Q2
Odisha,2018,2,Khordha,406689,2018-Q2
Odisha,2018,2,Boudh,12134,2018-Q2
Odisha,2018,2,Gajapati,13397,2018-Q2
Odisha,2018,2,Nayagarh,46904,2018-Q2
Odisha,2018,2,Nabarangpur,13372,2018-Q2
Odisha,2018,2,Kendrapara,62080,2018-Q2
Odisha,2018,2,Cuttack,187723,2018-Q2
Odisha,2018,3,Rayagada,38980,2018-Q3
Odisha,2018,3,Koraput,45191,2018-Q3
Odisha,2018,3,Malkangiri,10882,2018-Q3
Odisha,2018,3,Sambalpur,79932,2018-Q3
Odisha,2018,3,Kalahandi,55262,2018-Q3
Odisha,2018,3,Anugul,97856,2018-Q3
Odisha,2018,3,Ganjam,217114,2018-Q3
Odisha,2018,3,Jajapur,149049,2018-Q3
Odisha,2018,3,Bargarh,60736,2018-Q3
Odisha,2018,3,Dhenkanal,81576,2018-Q3
Odisha,2018,3,Bhadrak,105030,2018-Q3
Odisha,2018,3,Nuapada,15932,2018-Q3
Odisha,2018,3,Kendujhar,108387,2018-Q3
Odisha,2018,3,Mayurbhanj,92892,2018-Q3
Odisha,2018,3,Jharsuguda,57490,2018-Q3
Odisha,2018,3,Kandhamal,20022,2018-Q3
Odisha,2018,3,Deogarh,9725,2018-Q3
Odisha,2018,3,Sundargarh,130288,2018-Q3
Odisha,2018,3,Jagatsinghapur,87768,2018-Q3
Odisha,2018,3,Balangir,64699,2018-Q3
Odisha,2018,3,Baleshwar,180370,2018-Q3
Odisha,2018,3,Puri,124859,2018-Q3
Odisha,2018,3,Sonepur,29402,2018-Q3
Odisha,2018,3,Khordha,499472,2018-Q3
Odisha,2018,3,Boudh,16146,2018-Q3
Odisha,2018,3,Gajapati,17730,2018-Q3
Odisha,2018,3,Nayagarh,61134,2018-Q3
Odisha,2018,3,Nabarangpur,18387,2018-Q3
Odisha,2018,3,Kendrapara,80340,2018-Q3
Odisha,2018,3,Cuttack,239067,2018-Q3
Odisha,2018,4,Rayagada,51281,2018-Q4
Odisha,2018,4,Koraput,58321,2018-Q4
Odisha,2018,4,Malkangiri,15080,2018-Q4
Odisha,2018,4,Sambalpur,101471,2018-Q4
Odisha,2018,4,Kalahandi,73404,2018-Q4
Odisha,2018,4,Anugul,124644,2018-Q4
Odisha,2018,4,Ganjam,279943,2018-Q4
Odisha,2018,4,Jajapur,201210,2018-Q4
Odisha,2018,4,Bargarh,79840,2018-Q4
Odisha,2018,4,Dhenkanal,104500,2018-Q4
Odisha,2018,4,Bhadrak,141565,2018-Q4
Odisha,2018,4,Nuapada,21322,2018-Q4
Odisha,2018,4,Kendujhar,142222,2018-Q4
Odisha,2018,4,Mayurbhanj,119705,2018-Q4
Odisha,2018,4,Jharsuguda,73264,2018-Q4
Odisha,2018,4,Kandhamal,26556,2018-Q4
Odisha,2018,4,Deogarh,12875,2018-Q4
Odisha,2018,4,Sundargarh,166328,2018-Q4
Odisha,2018,4,Jagatsinghapur,114945,2018-Q4
Odisha,2018,4,Balangir,85126,2018-Q4
Odisha,2018,4,Baleshwar,231913,2018-Q4
Odisha,2018,4,Puri,163528,2018-Q4
Odisha,2018,4,Sonepur,39160,2018-Q4
Odisha,2018,4,Khordha,626645,2018-Q4
Odisha,2018,4,Boudh,22366,2018-Q4
Odisha,2018,4,Gajapati,23328,2018-Q4
Odisha,2018,4,Nayagarh,81395,2018-Q4
Odisha,2018,4,Nabarangpur,24855,2018-Q4
Odisha,2018,4,Kendrapara,106782,2018-Q4
Odisha,2018,4,Cuttack,310337,2018-Q4
Odisha,2019,1,Rayagada,62764,2019-Q1
Odisha,2019,1,Koraput,70168,2019-Q1
Odisha,2019,1,Malkangiri,18853,2019-Q1
Odisha,2019,1,Sambalpur,120726,2019-Q1
Odisha,2019,1,Kalahandi,88614,2019-Q1
Odisha,2019,1,Anugul,150627,2019-Q1
Odisha,2019,1,Ganjam,332190,2019-Q1
Odisha,2019,1,Jajapur,236643,2019-Q1
Odisha,2019,1,Bargarh,95811,2019-Q1
Odisha,2019,1,Dhenkanal,123780,2019-Q1
Odisha,2019,1,Bhadrak,166600,2019-Q1
Odisha,2019,1,Nuapada,26448,2019-Q1
Odisha,2019,1,Kendujhar,167750,2019-Q1
Odisha,2019,1,Mayurbhanj,141789,2019-Q1
Odisha,2019,1,Jharsuguda,86772,2019-Q1
Odisha,2019,1,Kandhamal,32425,2019-Q1
Odisha,2019,1,Deogarh,15760,2019-Q1
Odisha,2019,1,Sundargarh,198716,2019-Q1
Odisha,2019,1,Jagatsinghapur,138170,2019-Q1
Odisha,2019,1,Balangir,103334,2019-Q1
Odisha,2019,1,Baleshwar,271095,2019-Q1
Odisha,2019,1,Puri,195690,2019-Q1
Odisha,2019,1,Sonepur,46710,2019-Q1
Odisha,2019,1,Khordha,745457,2019-Q1
Odisha,2019,1,Boudh,27059,2019-Q1
Odisha,2019,1,Gajapati,29177,2019-Q1
Odisha,2019,1,Nayagarh,95412,2019-Q1
Odisha,2019,1,Nabarangpur,31360,2019-Q1
Odisha,2019,1,Kendrapara,128331,2019-Q1
Odisha,2019,1,Cuttack,372513,2019-Q1
Odisha,2019,2,Rayagada,72305,2019-Q2
Odisha,2019,2,Koraput,81022,2019-Q2
Odisha,2019,2,Malkangiri,22415,2019-Q2
Odisha,2019,2,Sambalpur,135529,2019-Q2
Odisha,2019,2,Kalahandi,101439,2019-Q2
Odisha,2019,2,Anugul,169261,2019-Q2
Odisha,2019,2,Ganjam,373530,2019-Q2
Odisha,2019,2,Jajapur,260311,2019-Q2
Odisha,2019,2,Bargarh,108642,2019-Q2
Odisha,2019,2,Dhenkanal,137527,2019-Q2
Odisha,2019,2,Bhadrak,187084,2019-Q2
Odisha,2019,2,Nuapada,31028,2019-Q2
Odisha,2019,2,Kendujhar,188657,2019-Q2
Odisha,2019,2,Mayurbhanj,160372,2019-Q2
Odisha,2019,2,Jharsuguda,96854,2019-Q2
Odisha,2019,2,Kandhamal,37163,2019-Q2
Odisha,2019,2,Deogarh,18095,2019-Q2
Odisha,2019,2,Sundargarh,226776,2019-Q2
Odisha,2019,2,Jagatsinghapur,153830,2019-Q2
Odisha,2019,2,Balangir,117914,2019-Q2
Odisha,2019,2,Baleshwar,299757,2019-Q2
Odisha,2019,2,Puri,217206,2019-Q2
Odisha,2019,2,Sonepur,51948,2019-Q2
Odisha,2019,2,Khordha,826007,2019-Q2
Odisha,2019,2,Boudh,30269,2019-Q2
Odisha,2019,2,Gajapati,34063,2019-Q2
Odisha,2019,2,Nayagarh,106745,2019-Q2
Odisha,2019,2,Nabarangpur,37091,2019-Q2
Odisha,2019,2,Kendrapara,144710,2019-Q2
Odisha,2019,2,Cuttack,417809,2019-Q2
Odisha,2019,3,Rayagada,81196,2019-Q3
Odisha,2019,3,Koraput,90678,2019-Q3
Odisha,2019,3,Malkangiri,25857,2019-Q3
Odisha,2019,3,Sambalpur,149742,2019-Q3
Odisha,2019,3,Kalahandi,112424,2019-Q3
Odisha,2019,3,Anugul,187022,2019-Q3
Odisha,2019,3,Ganjam,414068,2019-Q3
Odisha,2019,3,Jajapur,290776,2019-Q3
Odisha,2019,3,Bargarh,119622,2019-Q3
Odisha,2019,3,Dhenkanal,150597,2019-Q3
Odisha,2019,3,Bhadrak,208757,2019-Q3
Odisha,2019,3,Nuapada,34914,2019-Q3
Odisha,2019,3,Kendujhar,208218,2019-Q3
Odisha,2019,3,Mayurbhanj,176327,2019-Q3
Odisha,2019,3,Jharsuguda,106457,2019-Q3
Odisha,2019,3,Kandhamal,41900,2019-Q3
Odisha,2019,3,Deogarh,19720,2019-Q3
Odisha,2019,3,Sundargarh,253356,2019-Q3
Odisha,2019,3,Jagatsinghapur,171851,2019-Q3
Odisha,2019,3,Balangir,130092,2019-Q3
Odisha,2019,3,Baleshwar,329289,2019-Q3
Odisha,2019,3,Puri,247141,2019-Q3
Odisha,2019,3,Sonepur,56059,2019-Q3
Odisha,2019,3,Khordha,916565,2019-Q3
Odisha,2019,3,Boudh,33031,2019-Q3
Odisha,2019,3,Gajapati,38597,2019-Q3
Odisha,2019,3,Nayagarh,118109,2019-Q3
Odisha,2019,3,Nabarangpur,41265,2019-Q3
Odisha,2019,3,Kendrapara,160728,2019-Q3
Odisha,2019,3,Cuttack,472851,2019-Q3
Odisha,2019,4,Rayagada,92855,2019-Q4
Odisha,2019,4,Koraput,102837,2019-Q4
Odisha,2019,4,Malkangiri,31023,2019-Q4
Odisha,2019,4,Sambalpur,168622,2019-Q4
Odisha,2019,4,Kalahandi,129224,2019-Q4
Odisha,2019,4,Anugul,211167,2019-Q4
Odisha,2019,4,Ganjam,469522,2019-Q4
Odisha,2019,4,Jajapur,332074,2019-Q4
Odisha,2019,4,Bargarh,136729,2019-Q4
Odisha,2019,4,Dhenkanal,170565,2019-Q4
Odisha,2019,4,Bhadrak,243586,2019-Q4
Odisha,2019,4,Nuapada,40688,2019-Q4
Odisha,2019,4,Kendujhar,234041,2019-Q4
Odisha,2019,4,Mayurbhanj,203618,2019-Q4
Odisha,2019,4,Jharsuguda,117987,2019-Q4
Odisha,2019,4,Kandhamal,48304,2019-Q4
Odisha,2019,4,Deogarh,22648,2019-Q4
Odisha,2019,4,Sundargarh,284913,2019-Q4
Odisha,2019,4,Jagatsinghapur,197964,2019-Q4
Odisha,2019,4,Balangir,148963,2019-Q4
Odisha,2019,4,Baleshwar,377976,2019-Q4
Odisha,2019,4,Puri,285955,2019-Q4
Odisha,2019,4,Sonepur,62975,2019-Q4
Odisha,2019,4,Khordha,1014134,2019-Q4
Odisha,2019,4,Boudh,37879,2019-Q4
Odisha,2019,4,Gajapati,44569,2019-Q4
Odisha,2019,4,Nayagarh,135006,2019-Q4
Odisha,2019,4,Nabarangpur,48075,2019-Q4
Odisha,2019,4,Kendrapara,186668,2019-Q4
Odisha,2019,4,Cuttack,534970,2019-Q4
Odisha,2020,1,Rayagada,103064,2020-Q1
Odisha,2020,1,Koraput,113919,2020-Q1
Odisha,2020,1,Malkangiri,36017,2020-Q1
Odisha,2020,1,Sambalpur,183534,2020-Q1
Odisha,2020,1,Kalahandi,142961,2020-Q1
Odisha,2020,1,Anugul,228339,2020-Q1
Odisha,2020,1,Ganjam,512643,2020-Q1
Odisha,2020,1,Jajapur,359087,2020-Q1
Odisha,2020,1,Bargarh,150139,2020-Q1
Odisha,2020,1,Dhenkanal,184164,2020-Q1
Odisha,2020,1,Bhadrak,265259,2020-Q1
Odisha,2020,1,Nuapada,46063,2020-Q1
