State,Year,Quarter,District,Registered_Users,YearQuarter
Rajasthan,2021,2,Jhunjhunu,611825,2021-Q2
Rajasthan,2021,3,Jaipur,4534297,2021-Q3
Rajasthan,2021,3,Alwar,1374586,2021-Q3
Rajasthan,2021,3,Jodhpur,1202937,2021-Q3
Rajasthan,2021,3,Sikar,892015,2021-Q3
Rajasthan,2021,3,Ajmer,835375,2021-Q3
Rajasthan,2021,3,Nagaur,787565,2021-Q3
Rajasthan,2021,3,Kota,777099,2021-Q3
Rajasthan,2021,3,Bhilwara,760232,2021-Q3
Rajasthan,2021,3,Udaipur,716657,2021-Q3
Rajasthan,2021,3,Jhunjhunu,660246,2021-Q3
Rajasthan,2021,4,Jaipur,4841883,2021-Q4
Rajasthan,2021,4,Alwar,1474129,2021-Q4
Rajasthan,2021,4,Jodhpur,1288773,2021-Q4
Rajasthan,2021,4,Sikar,955025,2021-Q4
Rajasthan,2021,4,Ajmer,892912,2021-Q4
Rajasthan,2021,4,Nagaur,845508,2021-Q4
Rajasthan,2021,4,Kota,831250,2021-Q4
Rajasthan,2021,4,Bhilwara,816969,2021-Q4
Rajasthan,2021,4,Udaipur,767224,2021-Q4
Rajasthan,2021,4,Jhunjhunu,706897,2021-Q4
Rajasthan,2022,1,Jaipur,5133527,2022-Q1
Rajasthan,2022,1,Alwar,1570711,2022-Q1
Rajasthan,2022,1,Jodhpur,1370206,2022-Q1
Rajasthan,2022,1,Sikar,1017503,2022-Q1
Rajasthan,2022,1,Ajmer,947827,2022-Q1
Rajasthan,2022,1,Nagaur,901819,2022-Q1
Rajasthan,2022,1,Kota,882916,2022-Q1
Rajasthan,2022,1,Bhilwara,871188,2022-Q1
Rajasthan,2022,1,Udaipur,816476,2022-Q1
Rajasthan,2022,1,Jhunjhunu,752608,2022-Q1
Rajasthan,2022,2,Jaipur,5409763,2022-Q2
Rajasthan,2022,2,Alwar,1661785,2022-Q2
Rajasthan,2022,2,Jodhpur,1444490,2022-Q2
Rajasthan,2022,2,Sikar,1074986,2022-Q2
Rajasthan,2022,2,Ajmer,998746,2022-Q2
Rajasthan,2022,2,Nagaur,952752,2022-Q2
Rajasthan,2022,2,Kota,931689,2022-Q2
Rajasthan,2022,2,Bhilwara,921021,2022-Q2
Rajasthan,2022,2,Udaipur,862053,2022-Q2
Rajasthan,2022,2,Jhunjhunu,795815,2022-Q2
Rajasthan,2022,3,Jaipur,5696726,2022-Q3
Rajasthan,2022,3,Alwar,1755844,2022-Q3
Rajasthan,2022,3,Jodhpur,1517702,2022-Q3
Rajasthan,2022,3,Sikar,1133443,2022-Q3
Rajasthan,2022,3,Ajmer,1050146,2022-Q3
Rajasthan,2022,3,Nagaur,1001401,2022-Q3
Rajasthan,2022,3,Kota,982248,2022-Q3
Rajasthan,2022,3,Bhilwara,971352,2022-Q3
Rajasthan,2022,3,Udaipur,908034,2022-Q3
Rajasthan,2022,3,Jhunjhunu,839052,2022-Q3
Rajasthan,2022,4,Jaipur,5975863,2022-Q4
Rajasthan,2022,4,Alwar,1843138,2022-Q4
Rajasthan,2022,4,Jodhpur,1583620,2022-Q4
Rajasthan,2022,4,Sikar,1185927,2022-Q4
Rajasthan,2022,4,Ajmer,1097266,2022-Q4
Rajasthan,2022,4,Nagaur,1043562,2022-Q4
Rajasthan,2022,4,Kota,1031196,2022-Q4
Rajasthan,2022,4,Bhilwara,1017032,2022-Q4
Rajasthan,2022,4,Udaipur,949767,2022-Q4
Rajasthan,2022,4,Jhunjhunu,876787,2022-Q4
Sikkim,2018,1,East,12749,2018-Q1
Sikkim,2018,1,South,3679,2018-Q1
Sikkim,2018,1,West,2048,2018-Q1
Sikkim,2018,1,North,1575,2018-Q1
Sikkim,2018,2,East,17767,2018-Q2
Sikkim,2018,2,South,5147,2018-Q2
Sikkim,2018,2,West,2868,2018-Q2
Sikkim,2018,2,North,2315,2018-Q2
Sikkim,2018,3,East,23460,2018-Q3
Sikkim,2018,3,South,6943,2018-Q3
Sikkim,2018,3,West,4042,2018-Q3
Sikkim,2018,3,North,3192,2018-Q3
Sikkim,2018,4,East,29948,2018-Q4
Sikkim,2018,4,South,8992,2018-Q4
Sikkim,2018,4,West,5328,2018-Q4
Sikkim,2018,4,North,4270,2018-Q4
Sikkim,2019,1,East,36124,2019-Q1
Sikkim,2019,1,South,11031,2019-Q1
Sikkim,2019,1,West,6479,2019-Q1
Sikkim,2019,1,North,5322,2019-Q1
Sikkim,2019,2,East,43048,2019-Q2
Sikkim,2019,2,South,13547,2019-Q2
Sikkim,2019,2,West,8064,2019-Q2
Sikkim,2019,2,North,6340,2019-Q2
Sikkim,2019,3,East,49404,2019-Q3
Sikkim,2019,3,South,16016,2019-Q3
Sikkim,2019,3,West,9481,2019-Q3
Sikkim,2019,3,North,7227,2019-Q3
Sikkim,2019,4,East,55340,2019-Q4
Sikkim,2019,4,South,18461,2019-Q4
Sikkim,2019,4,West,11078,2019-Q4
Sikkim,2019,4,North,8093,2019-Q4
Sikkim,2020,1,East,61820,2020-Q1
Sikkim,2020,1,South,21043,2020-Q1
Sikkim,2020,1,West,12746,2020-Q1
Sikkim,2020,1,North,9022,2020-Q1
Sikkim,2020,2,East,69829,2020-Q2
Sikkim,2020,2,South,24768,2020-Q2
Sikkim,2020,2,West,15082,2020-Q2
Sikkim,2020,2,North,10242,2020-Q2
Sikkim,2020,3,East,78018,2020-Q3
Sikkim,2020,3,South,28038,2020-Q3
Sikkim,2020,3,West,17400,2020-Q3
Sikkim,2020,3,North,11317,2020-Q3
Sikkim,2020,4,East,85770,2020-Q4
Sikkim,2020,4,South,31055,2020-Q4
Sikkim,2020,4,West,19217,2020-Q4
Sikkim,2020,4,North,12501,2020-Q4
Sikkim,2021,1,East,92502,2021-Q1
Sikkim,2021,1,South,33490,2021-Q1
Sikkim,2021,1,West,20769,2021-Q1
Sikkim,2021,1,North,13452,2021-Q1
Sikkim,2021,2,East,99077,2021-Q2
Sikkim,2021,2,South,35900,2021-Q2
Sikkim,2021,2,West,22352,2021-Q2
Sikkim,2021,2,North,14411,2021-Q2
Sikkim,2021,3,East,106352,2021-Q3
Sikkim,2021,3,South,38616,2021-Q3
Sikkim,2021,3,West,24132,2021-Q3
Sikkim,2021,3,North,15593,2021-Q3
Sikkim,2021,4,East,113537,2021-Q4
Sikkim,2021,4,South,41311,2021-Q4
Sikkim,2021,4,West,25834,2021-Q4
Sikkim,2021,4,North,16725,2021-Q4
Sikkim,2022,1,East,120360,2022-Q1
Sikkim,2022,1,South,43881,2022-Q1
Sikkim,2022,1,West,27594,2022-Q1
Sikkim,2022,1,North,17781,2022-Q1
Sikkim,2022,2,East,126666,2022-Q2
Sikkim,2022,2,South,46351,2022-Q2
Sikkim,2022,2,West,29184,2022-Q2
Sikkim,2022,2,North,18793,2022-Q2
Sikkim,2022,3,East,133152,2022-Q3
Sikkim,2022,3,South,48673,2022-Q3
Sikkim,2022,3,West,30513,2022-Q3
Sikkim,2022,3,North,19687,2022-Q3
Sikkim,2022,4,East,139175,2022-Q4
Sikkim,2022,4,South,50716,2022-Q4
Sikkim,2022,4,West,31605,2022-Q4
Sikkim,2022,4,North,20472,2022-Q4
Tamil Nadu,2018,1,Chennai,292004,2018-Q1
Tamil Nadu,2018,1,Thiruvallur,215622,2018-Q1
Tamil Nadu,2018,1,Chengalpattu,215210,2018-Q1
Tamil Nadu,2018,1,Coimbatore,170306,2018-Q1
Tamil Nadu,2018,1,Kancheepuram,136352,2018-Q1
Tamil Nadu,2018,1,Salem,88288,2018-Q1
Tamil Nadu,2018,1,Tiruppur,87652,2018-Q1
Tamil Nadu,2018,1,Madurai,72582,2018-Q1
Tamil Nadu,2018,1,Krishnagiri,66958,2018-Q1
Tamil Nadu,2018,1,Tiruchirappalli,62230,2018-Q1
Tamil Nadu,2018,2,Chennai,401349,2018-Q2
Tamil Nadu,2018,2,Thiruvallur,300210,2018-Q2
Tamil Nadu,2018,2,Chengalpattu,292432,2018-Q2
Tamil Nadu,2018,2,Coimbatore,244374,2018-Q2
Tamil Nadu,2018,2,Kancheepuram,188583,2018-Q2
Tamil Nadu,2018,2,Tiruppur,128535,2018-Q2
Tamil Nadu,2018,2,Salem,126830,2018-Q2
Tamil Nadu,2018,2,Madurai,105957,2018-Q2
Tamil Nadu,2018,2,Krishnagiri,96842,2018-Q2
Tamil Nadu,2018,2,Tiruchirappalli,91156,2018-Q2
Tamil Nadu,2018,3,Chennai,511138,2018-Q3
Tamil Nadu,2018,3,Thiruvallur,381620,2018-Q3
Tamil Nadu,2018,3,Chengalpattu,368413,2018-Q3
Tamil Nadu,2018,3,Coimbatore,318461,2018-Q3
Tamil Nadu,2018,3,Kancheepuram,239985,2018-Q3
Tamil Nadu,2018,3,Tiruppur,172195,2018-Q3
Tamil Nadu,2018,3,Salem,164489,2018-Q3
Tamil Nadu,2018,3,Madurai,138064,2018-Q3
Tamil Nadu,2018,3,Krishnagiri,128769,2018-Q3
Tamil Nadu,2018,3,Tiruchirappalli,119661,2018-Q3
Tamil Nadu,2018,4,Chennai,689276,2018-Q4
Tamil Nadu,2018,4,Thiruvallur,514830,2018-Q4
Tamil Nadu,2018,4,Chengalpattu,483785,2018-Q4
Tamil Nadu,2018,4,Coimbatore,415090,2018-Q4
Tamil Nadu,2018,4,Kancheepuram,318007,2018-Q4
Tamil Nadu,2018,4,Tiruppur,227253,2018-Q4
Tamil Nadu,2018,4,Salem,215365,2018-Q4
Tamil Nadu,2018,4,Madurai,183206,2018-Q4
Tamil Nadu,2018,4,Krishnagiri,172743,2018-Q4
Tamil Nadu,2018,4,Tiruchirappalli,160006,2018-Q4
Tamil Nadu,2019,1,Chennai,830586,2019-Q1
Tamil Nadu,2019,1,Thiruvallur,625908,2019-Q1
Tamil Nadu,2019,1,Chengalpattu,578045,2019-Q1
Tamil Nadu,2019,1,Coimbatore,495350,2019-Q1
Tamil Nadu,2019,1,Kancheepuram,385091,2019-Q1
Tamil Nadu,2019,1,Tiruppur,273869,2019-Q1
Tamil Nadu,2019,1,Salem,257624,2019-Q1
Tamil Nadu,2019,1,Madurai,224783,2019-Q1
Tamil Nadu,2019,1,Krishnagiri,212859,2019-Q1
Tamil Nadu,2019,1,Tiruchirappalli,193798,2019-Q1
Tamil Nadu,2019,2,Chennai,969955,2019-Q2
Tamil Nadu,2019,2,Thiruvallur,733978,2019-Q2
Tamil Nadu,2019,2,Chengalpattu,667137,2019-Q2
Tamil Nadu,2019,2,Coimbatore,584160,2019-Q2
Tamil Nadu,2019,2,Kancheepuram,447527,2019-Q2
Tamil Nadu,2019,2,Tiruppur,324350,2019-Q2
Tamil Nadu,2019,2,Salem,302033,2019-Q2
Tamil Nadu,2019,2,Madurai,268420,2019-Q2
Tamil Nadu,2019,2,Krishnagiri,252986,2019-Q2
Tamil Nadu,2019,2,Tiruchirappalli,229886,2019-Q2
Tamil Nadu,2019,3,Chennai,1090190,2019-Q3
Tamil Nadu,2019,3,Thiruvallur,828137,2019-Q3
Tamil Nadu,2019,3,Chengalpattu,744424,2019-Q3
Tamil Nadu,2019,3,Coimbatore,669547,2019-Q3
Tamil Nadu,2019,3,Kancheepuram,503192,2019-Q3
Tamil Nadu,2019,3,Tiruppur,371296,2019-Q3
Tamil Nadu,2019,3,Salem,342259,2019-Q3
Tamil Nadu,2019,3,Madurai,305793,2019-Q3
Tamil Nadu,2019,3,Krishnagiri,290478,2019-Q3
Tamil Nadu,2019,3,Tiruchirappalli,261919,2019-Q3
Tamil Nadu,2019,4,Chennai,1216610,2019-Q4
Tamil Nadu,2019,4,Thiruvallur,934744,2019-Q4
Tamil Nadu,2019,4,Chengalpattu,829575,2019-Q4
Tamil Nadu,2019,4,Coimbatore,767480,2019-Q4
Tamil Nadu,2019,4,Kancheepuram,564806,2019-Q4
Tamil Nadu,2019,4,Tiruppur,427694,2019-Q4
Tamil Nadu,2019,4,Salem,390301,2019-Q4
Tamil Nadu,2019,4,Madurai,351234,2019-Q4
Tamil Nadu,2019,4,Krishnagiri,335178,2019-Q4
Tamil Nadu,2019,4,Tiruchirappalli,299366,2019-Q4
Tamil Nadu,2020,1,Chennai,1340762,2020-Q1
Tamil Nadu,2020,1,Thiruvallur,1041642,2020-Q1
Tamil Nadu,2020,1,Chengalpattu,912587,2020-Q1
Tamil Nadu,2020,1,Coimbatore,868832,2020-Q1
Tamil Nadu,2020,1,Kancheepuram,626872,2020-Q1
Tamil Nadu,2020,1,Tiruppur,488697,2020-Q1
Tamil Nadu,2020,1,Salem,442045,2020-Q1
Tamil Nadu,2020,1,Madurai,402474,2020-Q1
Tamil Nadu,2020,1,Krishnagiri,379857,2020-Q1
Tamil Nadu,2020,1,Tiruchirappalli,339829,2020-Q1
Tamil Nadu,2020,2,Chennai,1436722,2020-Q2
Tamil Nadu,2020,2,Thiruvallur,1140330,2020-Q2
Tamil Nadu,2020,2,Chengalpattu,979769,2020-Q2
Tamil Nadu,2020,2,Coimbatore,958191,2020-Q2
Tamil Nadu,2020,2,Kancheepuram,678899,2020-Q2
Tamil Nadu,2020,2,Tiruppur,550609,2020-Q2
Tamil Nadu,2020,2,Salem,499360,2020-Q2
Tamil Nadu,2020,2,Madurai,456527,2020-Q2
Tamil Nadu,2020,2,Krishnagiri,424184,2020-Q2
Tamil Nadu,2020,2,Tiruchirappalli,383178,2020-Q2
Tamil Nadu,2020,3,Chennai,1566152,2020-Q3
Tamil Nadu,2020,3,Thiruvallur,1260923,2020-Q3
Tamil Nadu,2020,3,Coimbatore,1073680,2020-Q3
Tamil Nadu,2020,3,Chengalpattu,1064263,2020-Q3
Tamil Nadu,2020,3,Kancheepuram,744437,2020-Q3
Tamil Nadu,2020,3,Tiruppur,625391,2020-Q3
Tamil Nadu,2020,3,Salem,564858,2020-Q3
Tamil Nadu,2020,3,Madurai,516447,2020-Q3
Tamil Nadu,2020,3,Krishnagiri,480568,2020-Q3
Tamil Nadu,2020,3,Tiruchirappalli,433221,2020-Q3
Tamil Nadu,2020,4,Chennai,1731527,2020-Q4
Tamil Nadu,2020,4,Thiruvallur,1408348,2020-Q4
Tamil Nadu,2020,4,Coimbatore,1205249,2020-Q4
Tamil Nadu,2020,4,Chengalpattu,1170720,2020-Q4
Tamil Nadu,2020,4,Kancheepuram,829207,2020-Q4
Tamil Nadu,2020,4,Tiruppur,710489,2020-Q4
Tamil Nadu,2020,4,Salem,638883,2020-Q4
Tamil Nadu,2020,4,Madurai,582252,2020-Q4
Tamil Nadu,2020,4,Krishnagiri,545815,2020-Q4
Tamil Nadu,2020,4,Tiruchirappalli,487716,2020-Q4
Tamil Nadu,2021,1,Chennai,1865001,2021-Q1
Tamil Nadu,2021,1,Thiruvallur,1522407,2021-Q1
Tamil Nadu,2021,1,Coimbatore,1304141,2021-Q1
Tamil Nadu,2021,1,Chengalpattu,1259678,2021-Q1
Tamil Nadu,2021,1,Kancheepuram,895950,2021-Q1
Tamil Nadu,2021,1,Tiruppur,772074,2021-Q1
Tamil Nadu,2021,1,Salem,693137,2021-Q1
Tamil Nadu,2021,1,Madurai,630685,2021-Q1
Tamil Nadu,2021,1,Krishnagiri,592655,2021-Q1
Tamil Nadu,2021,1,Tiruchirappalli,527667,2021-Q1
Tamil Nadu,2021,2,Chennai,1988355,2021-Q2
Tamil Nadu,2021,2,Thiruvallur,1626966,2021-Q2
Tamil Nadu,2021,2,Coimbatore,1393621,2021-Q2
Tamil Nadu,2021,2,Chengalpattu,1344163,2021-Q2
Tamil Nadu,2021,2,Kancheepuram,957182,2021-Q2
Tamil Nadu,2021,2,Tiruppur,828168,2021-Q2
Tamil Nadu,2021,2,Salem,742566,2021-Q2
Tamil Nadu,2021,2,Madurai,675035,2021-Q2
Tamil Nadu,2021,2,Krishnagiri,635191,2021-Q2
Tamil Nadu,2021,2,Tiruchirappalli,565156,2021-Q2
Tamil Nadu,2021,3,Chennai,2124347,2021-Q3
Tamil Nadu,2021,3,Thiruvallur,1744228,2021-Q3
Tamil Nadu,2021,3,Coimbatore,1494350,2021-Q3
Tamil Nadu,2021,3,Chengalpattu,1438295,2021-Q3
Tamil Nadu,2021,3,Kancheepuram,1025651,2021-Q3
Tamil Nadu,2021,3,Tiruppur,891753,2021-Q3
Tamil Nadu,2021,3,Salem,798213,2021-Q3
Tamil Nadu,2021,3,Madurai,725021,2021-Q3
Tamil Nadu,2021,3,Krishnagiri,683549,2021-Q3
Tamil Nadu,2021,3,Tiruchirappalli,607438,2021-Q3
Tamil Nadu,2021,4,Chennai,2261346,2021-Q4
Tamil Nadu,2021,4,Thiruvallur,1860992,2021-Q4
Tamil Nadu,2021,4,Coimbatore,1594082,2021-Q4
Tamil Nadu,2021,4,Chengalpattu,1532535,2021-Q4
Tamil Nadu,2021,4,Kancheepuram,1094222,2021-Q4
Tamil Nadu,2021,4,Tiruppur,954674,2021-Q4
Tamil Nadu,2021,4,Salem,853064,2021-Q4
Tamil Nadu,2021,4,Madurai,774490,2021-Q4
Tamil Nadu,2021,4,Krishnagiri,731018,2021-Q4
Tamil Nadu,2021,4,Tiruchirappalli,649095,2021-Q4
Tamil Nadu,2022,1,Chennai,2388315,2022-Q1
Tamil Nadu,2022,1,Thiruvallur,1970646,2022-Q1
Tamil Nadu,2022,1,Coimbatore,1687096,2022-Q1
Tamil Nadu,2022,1,Chengalpattu,1621177,2022-Q1
Tamil Nadu,2022,1,Kancheepuram,1158719,2022-Q1
Tamil Nadu,2022,1,Tiruppur,1014036,2022-Q1
Tamil Nadu,2022,1,Salem,905104,2022-Q1
Tamil Nadu,2022,1,Madurai,820952,2022-Q1
Tamil Nadu,2022,1,Krishnagiri,776101,2022-Q1
Tamil Nadu,2022,1,Tiruchirappalli,688562,2022-Q1
Tamil Nadu,2022,2,Chennai,2509588,2022-Q2
Tamil Nadu,2022,2,Thiruvallur,2075274,2022-Q2
Tamil Nadu,2022,2,Coimbatore,1775760,2022-Q2
Tamil Nadu,2022,2,Chengalpattu,1704864,2022-Q2
Tamil Nadu,2022,2,Kancheepuram,1220237,2022-Q2
Tamil Nadu,2022,2,Tiruppur,1070480,2022-Q2
Tamil Nadu,2022,2,Salem,954155,2022-Q2
Tamil Nadu,2022,2,Madurai,864806,2022-Q2
Tamil Nadu,2022,2,Krishnagiri,818552,2022-Q2
Tamil Nadu,2022,2,Tiruchirappalli,725751,2022-Q2
Tamil Nadu,2022,3,Chennai,2635738,2022-Q3
Tamil Nadu,2022,3,Thiruvallur,2183990,2022-Q3
Tamil Nadu,2022,3,Coimbatore,1867655,2022-Q3
Tamil Nadu,2022,3,Chengalpattu,1791530,2022-Q3
Tamil Nadu,2022,3,Kancheepuram,1284243,2022-Q3
Tamil Nadu,2022,3,Tiruppur,1128474,2022-Q3
Tamil Nadu,2022,3,Salem,1005031,2022-Q3
Tamil Nadu,2022,3,Madurai,910111,2022-Q3
Tamil Nadu,2022,3,Krishnagiri,862231,2022-Q3
Tamil Nadu,2022,3,Tiruchirappalli,763327,2022-Q3
Tamil Nadu,2022,4,Chennai,2763151,2022-Q4
Tamil Nadu,2022,4,Thiruvallur,2290089,2022-Q4
Tamil Nadu,2022,4,Coimbatore,1955681,2022-Q4
Tamil Nadu,2022,4,Chengalpattu,1876163,2022-Q4
Tamil Nadu,2022,4,Kancheepuram,1346845,2022-Q4
Tamil Nadu,2022,4,Tiruppur,1183174,2022-Q4
Tamil Nadu,2022,4,Salem,1052099,2022-Q4
Tamil Nadu,2022,4,Madurai,953739,2022-Q4
Tamil Nadu,2022,4,Krishnagiri,902906,2022-Q4
Tamil Nadu,2022,4,Tiruchirappalli,798742,2022-Q4
Telangana,2018,1,Hyderabad,655175,2018-Q1
Telangana,2018,1,Rangareddy,635175,2018-Q1
Telangana,2018,1,Medchal Malkajgiri,549429,2018-Q1
Telangana,2018,1,Sangareddy,142807,2018-Q1
Telangana,2018,1,Warangal Urban,133840,2018-Q1
Telangana,2018,1,Karimnagar,100028,2018-Q1
Telangana,2018,1,Khammam,84941,2018-Q1
Telangana,2018,1,Nalgonda,84459,2018-Q1
Telangana,2018,1,Nizamabad,77516,2018-Q1
Telangana,2018,1,Peddapalle,67418,2018-Q1
Telangana,2018,2,Hyderabad,842483,2018-Q2
Telangana,2018,2,Rangareddy,804959,2018-Q2
Telangana,2018,2,Medchal Malkajgiri,696211,2018-Q2
Telangana,2018,2,Sangareddy,182673,2018-Q2
Telangana,2018,2,Warangal Urban,171260,2018-Q2
Telangana,2018,2,Karimnagar,126122,2018-Q2
Telangana,2018,2,Khammam,111361,2018-Q2
Telangana,2018,2,Nalgonda,110668,2018-Q2
Telangana,2018,2,Nizamabad,100652,2018-Q2
Telangana,2018,2,Peddapalle,86033,2018-Q2
Telangana,2018,3,Hyderabad,1024241,2018-Q3
Telangana,2018,3,Rangareddy,963186,2018-Q3
Telangana,2018,3,Medchal Malkajgiri,828425,2018-Q3
Telangana,2018,3,Sangareddy,220802,2018-Q3
Telangana,2018,3,Warangal Urban,199919,2018-Q3
Telangana,2018,3,Karimnagar,148562,2018-Q3
Telangana,2018,3,Khammam,135353,2018-Q3
Telangana,2018,3,Nalgonda,134723,2018-Q3
Telangana,2018,3,Nizamabad,120650,2018-Q3
Telangana,2018,3,Peddapalle,102365,2018-Q3
Telangana,2018,4,Hyderabad,1336872,2018-Q4
Telangana,2018,4,Rangareddy,1217664,2018-Q4
Telangana,2018,4,Medchal Malkajgiri,1056739,2018-Q4
Telangana,2018,4,Sangareddy,281038,2018-Q4
Telangana,2018,4,Warangal Urban,249500,2018-Q4
Telangana,2018,4,Karimnagar,182600,2018-Q4
Telangana,2018,4,Nalgonda,171002,2018-Q4
Telangana,2018,4,Khammam,168485,2018-Q4
Telangana,2018,4,Nizamabad,150190,2018-Q4
Telangana,2018,4,Peddapalle,124191,2018-Q4
Telangana,2019,1,Hyderabad,1638436,2019-Q1
Telangana,2019,1,Rangareddy,1470874,2019-Q1
Telangana,2019,1,Medchal Malkajgiri,1279531,2019-Q1
Telangana,2019,1,Sangareddy,346529,2019-Q1
Telangana,2019,1,Warangal Urban,301881,2019-Q1
Telangana,2019,1,Karimnagar,218609,2019-Q1
Telangana,2019,1,Nalgonda,211184,2019-Q1
Telangana,2019,1,Khammam,206049,2019-Q1
Telangana,2019,1,Nizamabad,186351,2019-Q1
Telangana,2019,1,Siddipet,152281,2019-Q1
Telangana,2019,2,Hyderabad,1856926,2019-Q2
Telangana,2019,2,Rangareddy,1651300,2019-Q2
Telangana,2019,2,Medchal Malkajgiri,1428880,2019-Q2
Telangana,2019,2,Sangareddy,395371,2019-Q2
Telangana,2019,2,Warangal Urban,342602,2019-Q2
Telangana,2019,2,Karimnagar,246886,2019-Q2
Telangana,2019,2,Nalgonda,243227,2019-Q2
Telangana,2019,2,Khammam,239435,2019-Q2
Telangana,2019,2,Nizamabad,217841,2019-Q2
Telangana,2019,2,Siddipet,175413,2019-Q2
Telangana,2019,3,Hyderabad,2071673,2019-Q3
Telangana,2019,3,Rangareddy,1826019,2019-Q3
Telangana,2019,3,Medchal Malkajgiri,1572320,2019-Q3
Telangana,2019,3,Sangareddy,441944,2019-Q3
Telangana,2019,3,Warangal Urban,381730,2019-Q3
Telangana,2019,3,Karimnagar,274735,2019-Q3
Telangana,2019,3,Nalgonda,274568,2019-Q3
Telangana,2019,3,Khammam,270101,2019-Q3
Telangana,2019,3,Nizamabad,248977,2019-Q3
Telangana,2019,3,Siddipet,196397,2019-Q3
Telangana,2019,4,Hyderabad,2283903,2019-Q4
Telangana,2019,4,Rangareddy,2001437,2019-Q4
Telangana,2019,4,Medchal Malkajgiri,1714832,2019-Q4
Telangana,2019,4,Sangareddy,493353,2019-Q4
Telangana,2019,4,Warangal Urban,421970,2019-Q4
Telangana,2019,4,Nalgonda,312849,2019-Q4
Telangana,2019,4,Karimnagar,305507,2019-Q4
Telangana,2019,4,Khammam,304804,2019-Q4
Telangana,2019,4,Nizamabad,284623,2019-Q4
Telangana,2019,4,Siddipet,221164,2019-Q4
Telangana,2020,1,Hyderabad,2483843,2020-Q1
Telangana,2020,1,Rangareddy,2166829,2020-Q1
Telangana,2020,1,Medchal Malkajgiri,1845599,2020-Q1
Telangana,2020,1,Sangareddy,542540,2020-Q1
Telangana,2020,1,Warangal Urban,457591,2020-Q1
Telangana,2020,1,Nalgonda,351793,2020-Q1
Telangana,2020,1,Khammam,340747,2020-Q1
Telangana,2020,1,Karimnagar,334300,2020-Q1
Telangana,2020,1,Nizamabad,320572,2020-Q1
Telangana,2020,1,Siddipet,245168,2020-Q1
Telangana,2020,2,Hyderabad,2653534,2020-Q2
Telangana,2020,2,Rangareddy,2313748,2020-Q2
Telangana,2020,2,Medchal Malkajgiri,1963353,2020-Q2
Telangana,2020,2,Sangareddy,593360,2020-Q2
Telangana,2020,2,Warangal Urban,495066,2020-Q2
Telangana,2020,2,Nalgonda,393199,2020-Q2
Telangana,2020,2,Khammam,380382,2020-Q2
Telangana,2020,2,Karimnagar,362986,2020-Q2
Telangana,2020,2,Nizamabad,362663,2020-Q2
Telangana,2020,2,Siddipet,269076,2020-Q2
Telangana,2020,3,Hyderabad,2875965,2020-Q3
Telangana,2020,3,Rangareddy,2495699,2020-Q3
Telangana,2020,3,Medchal Malkajgiri,2111567,2020-Q3
Telangana,2020,3,Sangareddy,649580,2020-Q3
Telangana,2020,3,Warangal Urban,535485,2020-Q3
Telangana,2020,3,Nalgonda,435022,2020-Q3
Telangana,2020,3,Khammam,421101,2020-Q3
Telangana,2020,3,Nizamabad,405678,2020-Q3
Telangana,2020,3,Karimnagar,394328,2020-Q3
Telangana,2020,3,Bhadradri Kothagudem,297785,2020-Q3
Telangana,2020,4,Hyderabad,3142385,2020-Q4
Telangana,2020,4,Rangareddy,2704868,2020-Q4
Telangana,2020,4,Medchal Malkajgiri,2282695,2020-Q4
Telangana,2020,4,Sangareddy,711551,2020-Q4
Telangana,2020,4,Warangal Urban,579306,2020-Q4
Telangana,2020,4,Nalgonda,478409,2020-Q4
Telangana,2020,4,Khammam,461801,2020-Q4
Telangana,2020,4,Nizamabad,449731,2020-Q4
Telangana,2020,4,Karimnagar,428019,2020-Q4
Telangana,2020,4,Bhadradri Kothagudem,328326,2020-Q4
Telangana,2021,1,Hyderabad,3379663,2021-Q1
Telangana,2021,1,Rangareddy,2906635,2021-Q1
Telangana,2021,1,Medchal Malkajgiri,2450573,2021-Q1
Telangana,2021,1,Sangareddy,767476,2021-Q1
Telangana,2021,1,Warangal Urban,620947,2021-Q1
Telangana,2021,1,Nalgonda,517727,2021-Q1
Telangana,2021,1,Khammam,497818,2021-Q1
Telangana,2021,1,Nizamabad,485751,2021-Q1
Telangana,2021,1,Karimnagar,459407,2021-Q1
Telangana,2021,1,Bhadradri Kothagudem,354847,2021-Q1
Telangana,2021,2,Hyderabad,3598337,2021-Q2
Telangana,2021,2,Rangareddy,3097973,2021-Q2
Telangana,2021,2,Medchal Malkajgiri,2611159,2021-Q2
Telangana,2021,2,Sangareddy,820387,2021-Q2
Telangana,2021,2,Warangal Urban,661592,2021-Q2
Telangana,2021,2,Nalgonda,555043,2021-Q2
Telangana,2021,2,Khammam,532589,2021-Q2
Telangana,2021,2,Nizamabad,518801,2021-Q2
Telangana,2021,2,Karimnagar,490218,2021-Q2
Telangana,2021,2,Bhadradri Kothagudem,380059,2021-Q2
Telangana,2021,3,Hyderabad,3839513,2021-Q3
Telangana,2021,3,Rangareddy,3310906,2021-Q3
Telangana,2021,3,Medchal Malkajgiri,2790387,2021-Q3
Telangana,2021,3,Sangareddy,880907,2021-Q3
Telangana,2021,3,Warangal Urban,707591,2021-Q3
Telangana,2021,3,Nalgonda,598288,2021-Q3
Telangana,2021,3,Khammam,572647,2021-Q3
Telangana,2021,3,Nizamabad,556044,2021-Q3
